ImgName,Dice Coefficient,Sensitivity,Specificity,Diameters
IMD410.bmp,0.23940110082790797,0.16269941599970159,0.11867860110733988,64
IMD411.bmp,0.937620270708654,0.9594855075912617,0.9895703863820589,421
IMD413.bmp,0.7619050158164782,0.6844211549837503,0.9975721952466139,310
IMD417.bmp,0.7688903666057109,0.7012695394760593,1.0,318
IMD418.bmp,0.7999137996602692,0.8815415011874589,0.21211087196178277,262
IMD419.bmp,0.9079542044795327,0.9582840703081895,0.3159029712433995,368
IMD420.bmp,0.5276328066846293,0.3901055118549685,0.12056336601913892,141
IMD421.bmp,0.30112266060884413,0.18535731943863384,0.1934805918936307,83
IMD423.bmp,0.6781891782131956,0.5354862289158289,0.04194785326860798,162
IMD424.bmp,0.3456609970236707,0.21348063394890424,0.6569078488777359,98
IMD425.bmp,0.41442608115645807,0.28375245705495256,0.24071599117024312,123
IMD426.bmp,0.29389454982796065,0.20103139561952788,0.11283065539337463,73
IMD427.bmp,0.6710916159616135,0.6390297608807844,0.06522150828542442,113
IMD429.bmp,0.5803390626375668,0.7442105527259955,0.09065909695733168,92
IMD430.bmp,0.5485632600053256,0.6896701592820561,0.0988072656043319,94
IMD431.bmp,0.584295348039776,0.5110401361625337,0.09467824556112947,123
IMD432.bmp,0.3951841069378383,0.4203255666888363,0.09295937006248334,71
IMD433.bmp,0.3160897714957902,0.32611520966323915,0.049697522466815074,36
IMD434.bmp,0.5646413523149418,0.6501165474399752,0.08029417747841418,86
IMD435.bmp,0.31682891888304565,0.20132855967030314,0.123052863345474,82
IMD436.bmp,0.4944074304942779,0.37479237069706167,0.0881167612129127,109
IMD437.bmp,0.7356581778678422,0.6469042927935996,0.05451255777292107,154
