Name,Dice Coefficient
IMD003.bmp,0.32925502885519764
IMD004.bmp,0.7001033243911918
IMD006.bmp,0.4040166321921567
IMD008.bmp,0.19945724789828792
IMD009.bmp,0.3873812319846269
IMD010.bmp,0.3785114242604948
IMD013.bmp,0.5557575677146231
IMD014.bmp,0.6448452549035204
IMD015.bmp,0.7544614478192784
IMD016.bmp,0.6733946788405604
IMD017.bmp,0.8158774171293479
IMD018.bmp,0.5017982763690652
IMD019.bmp,0.5116625271289891
IMD020.bmp,0.530087479013873
IMD021.bmp,0.48304565438222025
IMD022.bmp,0.5745521187107517
IMD023.bmp,0.4600816283559839
IMD024.bmp,0.39461607260677684
IMD025.bmp,0.39745351500329956
IMD027.bmp,0.6835523966887253
IMD030.bmp,0.757018580852427
IMD031.bmp,0.9529439266794322
IMD032.bmp,0.6395581887750293
IMD033.bmp,0.7834595266834925
IMD035.bmp,0.08973323763382977
IMD036.bmp,0.7322252592905886
IMD037.bmp,0.18814672458565948
IMD038.bmp,0.5700959197178302
IMD039.bmp,0.4379174160197377
IMD040.bmp,0.44487361111993445
IMD041.bmp,0.7094242516554168
IMD042.bmp,0.6629836276612295
IMD043.bmp,0.3919915866964638
IMD044.bmp,0.5987684814123575
IMD045.bmp,0.26863301354931385
IMD047.bmp,0.4984339889036928
IMD048.bmp,0.32419319308293865
IMD049.bmp,0.4552002723596984
IMD050.bmp,0.6314156751411528
IMD057.bmp,0.7948369350784041
IMD058.bmp,0.7387210966332756
IMD061.bmp,0.7893198729325336
IMD063.bmp,0.7767309086629895
IMD064.bmp,0.8353904224621158
IMD065.bmp,0.8538268879234623
IMD075.bmp,0.6036070582170898
IMD076.bmp,0.5907569006880915
IMD078.bmp,0.7210514409407256
IMD080.bmp,0.8685201767174076
IMD085.bmp,0.28329064747975496
IMD088.bmp,0.5905480498550604
IMD090.bmp,0.8718280579783183
IMD091.bmp,0.9299901152999303
IMD092.bmp,0.18013137400961604
IMD101.bmp,0.6741053019145803
IMD103.bmp,0.3887367779727081
IMD105.bmp,0.31968557585545576
IMD107.bmp,0.4065991081221308
IMD108.bmp,0.1482814468238258
IMD112.bmp,0.15507706697324578
IMD118.bmp,0.5357796466841404
IMD120.bmp,0.5978219614025868
IMD125.bmp,0.4935090188525501
IMD126.bmp,0.4920462714855238
IMD132.bmp,0.21763292279963953
IMD133.bmp,0.36774299585314046
IMD134.bmp,0.4906474975444959
IMD135.bmp,0.8181196346633235
IMD137.bmp,0.4165594003180132
IMD138.bmp,0.6425784442628194
IMD139.bmp,0.21095143162308266
IMD140.bmp,0.48090063480867573
IMD142.bmp,0.5466754260735538
IMD143.bmp,0.24388268250700326
IMD144.bmp,0.31238004625908367
IMD146.bmp,0.37093414417271375
IMD147.bmp,0.6874972125002053
IMD149.bmp,0.7852998740046115
IMD150.bmp,0.7921865106432704
IMD152.bmp,0.5449932724610945
IMD153.bmp,0.9024584542337114
IMD154.bmp,0.8976733549385323
IMD155.bmp,0.7752703859235248
IMD156.bmp,0.3632993512511585
IMD157.bmp,0.8033281421865981
IMD159.bmp,0.5997497400793104
IMD160.bmp,0.74016292622735
IMD161.bmp,0.7413384144480392
IMD162.bmp,0.32242435205044057
IMD164.bmp,0.6397097603171137
IMD166.bmp,0.6101652549567055
IMD168.bmp,0.5562040104852767
IMD169.bmp,0.6543807568997981
IMD170.bmp,0.6718735911617248
IMD171.bmp,0.27372866490664405
IMD173.bmp,0.6879634583825595
IMD175.bmp,0.5356605587733302
IMD176.bmp,0.642958346071789
IMD177.bmp,0.48843240662369514
IMD182.bmp,0.18898915635988098
IMD196.bmp,0.2832840199148392
IMD197.bmp,0.6180299582783753
IMD198.bmp,0.12598662313373696
IMD199.bmp,0.4856652801484845
IMD200.bmp,0.4320954602822504
IMD203.bmp,0.4199480728705921
IMD204.bmp,0.28104596898451445
IMD206.bmp,0.4670074262226365
IMD207.bmp,0.48235337189719557
IMD208.bmp,0.6734059097978227
IMD210.bmp,0.7110410481872833
IMD211.bmp,0.6164000058732264
IMD219.bmp,0.8320675384969733
IMD226.bmp,0.5466350683536596
IMD240.bmp,0.8612387950518076
IMD242.bmp,0.4743191671393004
IMD243.bmp,0.7480250715100739
IMD251.bmp,0.14234558412520962
IMD254.bmp,0.8598475518423593
IMD256.bmp,0.4553204702603497
IMD278.bmp,0.4012969096528962
IMD279.bmp,0.3136692922044895
IMD280.bmp,0.269216105558042
IMD284.bmp,0.3437650610175744
IMD285.bmp,0.7232728563578629
IMD304.bmp,0.3718557719896707
IMD305.bmp,0.42115957010711674
IMD306.bmp,0.32667530374284637
IMD312.bmp,0.5970624336863128
IMD328.bmp,0.29533971087902305
IMD331.bmp,0.4749542686746686
IMD339.bmp,0.5271303895366714
IMD347.bmp,0.8065463654080527
IMD348.bmp,0.8642109965131706
IMD349.bmp,0.7836922121838699
IMD356.bmp,0.5135810648036617
IMD360.bmp,0.49237452629633055
IMD364.bmp,0.3198724925336951
IMD365.bmp,0.3706707295128184
IMD367.bmp,0.1365888437741686
IMD368.bmp,0.20072782453527419
IMD369.bmp,0.6872501845256581
IMD370.bmp,0.6101763074116135
IMD371.bmp,0.8853877747262093
IMD372.bmp,0.40000700936626565
IMD374.bmp,0.34279834101189915
IMD375.bmp,0.2771735606368743
IMD376.bmp,0.5395235010436911
IMD378.bmp,0.28688239331028403
IMD379.bmp,0.6163895939569947
IMD380.bmp,0.5133779363486871
IMD381.bmp,0.3481943914727904
IMD382.bmp,0.6054063433437031
IMD383.bmp,0.3315011194380019
IMD384.bmp,0.5165458783405954
IMD385.bmp,0.45536184738035784
IMD386.bmp,0.4173504711840503
IMD388.bmp,0.6775147513017233
IMD389.bmp,0.7469414198311402
IMD390.bmp,0.29689848502922583
IMD392.bmp,0.2644976471701522
IMD393.bmp,0.6174498601454681
IMD394.bmp,0.5779312146977829
IMD395.bmp,0.7350180595264391
IMD396.bmp,0.43999615565332534
IMD397.bmp,0.5818281592409806
IMD398.bmp,0.43720934296492564
IMD399.bmp,0.2867646550711418
IMD400.bmp,0.6302083784728542
IMD402.bmp,0.6888597172153966
IMD403.bmp,0.7566583778340904
IMD404.bmp,0.632690265049527
IMD405.bmp,0.635668998630434
IMD406.bmp,0.6620556087040931
IMD407.bmp,0.68517536387938
IMD408.bmp,0.5609756097560976
IMD409.bmp,0.8405421994690504
IMD410.bmp,0.44585855312955647
IMD411.bmp,0.9542055154826792
IMD413.bmp,0.8831807384183344
IMD417.bmp,0.8968441910202557
IMD418.bmp,0.799347840015107
IMD419.bmp,0.9101172383847156
IMD420.bmp,0.5811679834832242
IMD421.bmp,0.5012632606089406
IMD423.bmp,0.7420406262732088
IMD424.bmp,0.3803017260245991
IMD425.bmp,0.468268282531338
IMD426.bmp,0.47087012126535077
IMD427.bmp,0.7729705590690282
IMD429.bmp,0.6285607380054077
IMD430.bmp,0.6327430322050362
IMD431.bmp,0.7061471559904162
IMD432.bmp,0.5240614539830543
IMD433.bmp,0.4362661162323396
IMD434.bmp,0.6110789912806411
IMD435.bmp,0.4331710787354728
IMD436.bmp,0.6631155949143132
IMD437.bmp,0.810675399899796
